"complemento.valorTotal";"emit.cnpj";"emit.xFant";"emit.enderEmit.fone";"emit.enderEmit.xBairro";"emit.enderEmit.xLgr";"emit.enderEmit.xMun";"emit.enderEmit.xPais";"emit.enderEmit.uf";"ide.dhEmi";"ide.natOp";"infAdic.infCpl";"total.icmsTot.vDesc";"total.icmsTot.vFrete";"total.icmsTot.vOutro";"total.icmsTot.vProd";"total.icmsTot.vSeg";"total.icmsTot.vTotTrib";"total.icmsTot.vbc";"total.icmsTot.vbcst";"total.icmsTot.vcofins";"total.icmsTot.vicms";"total.icmsTot.vicmsDeson";"total.icmsTot.vii";"total.icmsTot.vipi";"total.icmsTot.vnf";"total.icmsTot.vpis";"total.icmsTot.vst";"id";"nItem";"prod.indTot";"prod.qCom";"prod.uCom";"prod.vProd";"prod.vUnCom";"prod.xProd"
137,94;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 20:46:12;"VENDA";"Mesa 26";0;0;0;137,96;0;11,1;0;0;0;0;0;0;0;137,96;0;0;"538";"5";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
47,32;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 20:48:38;"VENDA";"Mesa 53";0;0;0;47,33;0;1,99;0;0;0;0;0;0;0;47,33;0;0;"539";"1";"1";0,69;"KG";47,33;68,6;"BUFFET"
37,86;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 20:49:41;"VENDA";"Mesa 55";0;0;0;37,86;0;1,59;0;0;0;0;0;0;0;37,86;0;0;"540";"1";"1";0,552;"KG";37,86;68,6;"BUFFET"
36,05;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 20:52:41;"VENDA";"Mesa 36";0;0;0;36,05;0;3,43;0;0;0;0;0;0;0;36,05;0;0;"541";"1";"1";0,46;"KG";31,55;68,6;"BUFFET"
36,05;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 20:52:41;"VENDA";"Mesa 36";0;0;0;36,05;0;3,43;0;0;0;0;0;0;0;36,05;0;0;"541";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
104,91;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:05:16;"VENDA";"Mesa 40";0;0;0;104,93;0;6,32;0;0;0;0;0;0;0;104,93;0;0;"542";"1";"1";1,464;"KG";100,43;68,6;"BUFFET"
104,91;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:05:16;"VENDA";"Mesa 40";0;0;0;104,93;0;6,32;0;0;0;0;0;0;0;104,93;0;0;"542";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
72,16;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:07:16;"VENDA";"Mesa 63";0;0;0;72,16;0;3,03;0;0;0;0;0;0;0;72,16;0;0;"543";"1";"1";1,052;"KG";72,16;68,6;"BUFFET"
34,16;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:08:31;"VENDA";"Mesa 57";0;0;0;34,16;0;1,43;0;0;0;0;0;0;0;34,16;0;0;"544";"1";"1";0,498;"KG";34,16;68,6;"BUFFET"
90,6;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:13:22;"VENDA";"Mesa 44";0;0;0;90,63;0;7,63;0;0;0;0;0;0;0;90,63;0;0;"545";"1";"1";1,19;"KG";81,63;68,6;"BUFFET"
90,6;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:13:22;"VENDA";"Mesa 44";0;0;0;90,63;0;7,63;0;0;0;0;0;0;0;90,63;0;0;"545";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
90,6;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:13:22;"VENDA";"Mesa 44";0;0;0;90,63;0;7,63;0;0;0;0;0;0;0;90,63;0;0;"545";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
132,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:10;"VENDA";"Mesa 41";0;0;0;132,31;0;9,38;0;0;0;0;0;0;0;132,31;0;0;"546";"1";"1";1,732;"KG";118,81;68,6;"BUFFET"
132,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:10;"VENDA";"Mesa 41";0;0;0;132,31;0;9,38;0;0;0;0;0;0;0;132,31;0;0;"546";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
132,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:10;"VENDA";"Mesa 41";0;0;0;132,31;0;9,38;0;0;0;0;0;0;0;132,31;0;0;"546";"3";"1";1;"UN";4,5;4,5;"CERVEJA"
132,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:10;"VENDA";"Mesa 41";0;0;0;132,31;0;9,38;0;0;0;0;0;0;0;132,31;0;0;"546";"4";"1";1;"UN";4,5;4,5;"SUCO"
60,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:22;"VENDA";"Mesa 3";0;0;0;60,23;0;2,53;0;0;0;0;0;0;0;60,23;0;0;"547";"1";"1";0,878;"KG";60,23;68,6;"BUFFET"
74,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:37;"VENDA";"Mesa 2";0;0;0;74,4;0;6,52;0;0;0;0;0;0;0;74,4;0;0;"548";"1";"1";1;"UN";3,5;3,5;"AGUA"
74,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:37;"VENDA";"Mesa 2";0;0;0;74,4;0;6,52;0;0;0;0;0;0;0;74,4;0;0;"548";"2";"1";0,968;"KG";66,4;68,6;"BUFFET"
74,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:15:37;"VENDA";"Mesa 2";0;0;0;74,4;0;6,52;0;0;0;0;0;0;0;74,4;0;0;"548";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
30,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:26:08;"VENDA";"Mesa 56";0;0;0;30,39;0;2,76;0;0;0;0;0;0;0;30,39;0;0;"549";"1";"1";1;"UN";3,5;3,5;"AGUA"
30,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:26:08;"VENDA";"Mesa 56";0;0;0;30,39;0;2,76;0;0;0;0;0;0;0;30,39;0;0;"549";"2";"1";0,392;"KG";26,89;68,6;"BUFFET"
55,73;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:26:30;"VENDA";"Mesa 28";0;0;0;55,74;0;5,74;0;0;0;0;0;0;0;55,74;0;0;"550";"1";"1";1;"UN";3,5;3,5;"AGUA"
55,73;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:26:30;"VENDA";"Mesa 28";0;0;0;55,74;0;5,74;0;0;0;0;0;0;0;55,74;0;0;"550";"2";"1";0,696;"KG";47,74;68,6;"BUFFET"
55,73;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:26:30;"VENDA";"Mesa 28";0;0;0;55,74;0;5,74;0;0;0;0;0;0;0;55,74;0;0;"550";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
89,55;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:30:03;"VENDA";"Mesa 43";0;0;0;89,55;0;9,29;0;0;0;0;0;0;0;89,55;0;0;"551";"1";"1";2;"UN";13;6,5;"SUSHI ESPECIAL"
89,55;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:30:03;"VENDA";"Mesa 43";0;0;0;89,55;0;9,29;0;0;0;0;0;0;0;89,55;0;0;"551";"2";"1";1,116;"KG";76,55;68,6;"BUFFET"
17,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:33:10;"VENDA";"Mesa 73";0;0;0;17,28;0;0,73;0;0;0;0;0;0;0;17,28;0;0;"552";"1";"1";0,252;"KG";17,28;68,6;"BUFFET"
68,4;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:34:38;"VENDA";"Mesa 98";0;0;0;68,41;0;9,68;0;0;0;0;0;0;0;68,41;0;0;"553";"1";"1";1;"UN";5;5;"CERVEJA"
68,4;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:34:38;"VENDA";"Mesa 98";0;0;0;68,41;0;9,68;0;0;0;0;0;0;0;68,41;0;0;"553";"2";"1";0,764;"KG";52,41;68,6;"BUFFET"
68,4;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:34:38;"VENDA";"Mesa 98";0;0;0;68,41;0;9,68;0;0;0;0;0;0;0;68,41;0;0;"553";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
68,4;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:34:38;"VENDA";"Mesa 98";0;0;0;68,41;0;9,68;0;0;0;0;0;0;0;68,41;0;0;"553";"4";"1";1;"UN";6,5;6,5;"CERVEJA LATA"
35,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:35:38;"VENDA";"Mesa 97";0;0;0;35,31;0;4,25;0;0;0;0;0;0;0;35,31;0;0;"554";"1";"1";0,42;"KG";28,81;68,6;"BUFFET"
35,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:35:38;"VENDA";"Mesa 97";0;0;0;35,31;0;4,25;0;0;0;0;0;0;0;35,31;0;0;"554";"2";"1";1;"UN";6,5;6,5;"CERVEJA LATA"
125;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:39:55;"VENDA";"Mesa 60";0;0;0;125,01;0;15,42;0;0;0;0;0;0;0;125,01;0;0;"555";"1";"1";1;"UN";4,9;4,9;"SUCO"
125;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:39:55;"VENDA";"Mesa 60";0;0;0;125,01;0;15,42;0;0;0;0;0;0;0;125,01;0;0;"555";"2";"1";1;"UN";6,5;6,5;"SUSHI ESPECIAL"
125;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:39:55;"VENDA";"Mesa 60";0;0;0;125,01;0;15,42;0;0;0;0;0;0;0;125,01;0;0;"555";"3";"1";1;"UN";12,5;12,5;"WHISKY"
125;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:39:55;"VENDA";"Mesa 60";0;0;0;125,01;0;15,42;0;0;0;0;0;0;0;125,01;0;0;"555";"4";"1";1,474;"KG";101,11;68,6;"BUFFET"
82,16;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:42:28;"VENDA";"Mesa 70";0;0;0;82,17;0;10,68;0;0;0;0;0;0;0;82,17;0;0;"556";"1";"1";1;"UN";6;6;"CERVEJA"
82,16;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:42:28;"VENDA";"Mesa 70";0;0;0;82,17;0;10,68;0;0;0;0;0;0;0;82,17;0;0;"556";"2";"1";0,95;"KG";65,17;68,6;"BUFFET"
82,16;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:42:28;"VENDA";"Mesa 70";0;0;0;82,17;0;10,68;0;0;0;0;0;0;0;82,17;0;0;"556";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
82,16;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:42:28;"VENDA";"Mesa 70";0;0;0;82,17;0;10,68;0;0;0;0;0;0;0;82,17;0;0;"556";"4";"1";1;"UN";6,5;6,5;"CERVEJA LATA"
264,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:43:34;"VENDA";"Mesa 33";0;0;0;265,04;0;30,9;0;0;0;0;0;0;0;265,04;0;0;"557";"1";"1";3;"UN";10,5;3,5;"CAFE EXPRESSO"
264,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:43:34;"VENDA";"Mesa 33";0;0;0;265,04;0;30,9;0;0;0;0;0;0;0;265,04;0;0;"557";"2";"1";2;"UN";10;5;"CERVEJA"
264,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:43:34;"VENDA";"Mesa 33";0;0;0;265,04;0;30,9;0;0;0;0;0;0;0;265,04;0;0;"557";"3";"1";2;"UN";11;5,5;"CERVEJA"
264,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:43:34;"VENDA";"Mesa 33";0;0;0;265,04;0;30,9;0;0;0;0;0;0;0;265,04;0;0;"557";"4";"1";1;"UN";15;15;"WHISKY"
264,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:43:34;"VENDA";"Mesa 33";0;0;0;265,04;0;30,9;0;0;0;0;0;0;0;265,04;0;0;"557";"5";"1";2;"UN";24;12;"SOBREMESA"
264,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:43:34;"VENDA";"Mesa 33";0;0;0;265,04;0;30,9;0;0;0;0;0;0;0;265,04;0;0;"557";"6";"1";2,836;"KG";194,54;68,6;"BUFFET"
39,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:44:31;"VENDA";"Mesa 71";0;0;0;39,04;0;5,46;0;0;0;0;0;0;0;39,04;0;0;"558";"1";"1";0,438;"KG";30,04;68,6;"BUFFET"
39,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:44:31;"VENDA";"Mesa 71";0;0;0;39,04;0;5,46;0;0;0;0;0;0;0;39,04;0;0;"558";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
39,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:44:31;"VENDA";"Mesa 71";0;0;0;39,04;0;5,46;0;0;0;0;0;0;0;39,04;0;0;"558";"3";"1";1;"UN";4,5;4,5;"CERVEJA"
127,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:45:33;"VENDA";"Mesa 61";0;0;0;127,97;0;15,58;0;0;0;0;0;0;0;127,97;0;0;"559";"1";"1";1;"UN";4,5;4,5;"SUCO"
127,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:45:33;"VENDA";"Mesa 61";0;0;0;127,97;0;15,58;0;0;0;0;0;0;0;127,97;0;0;"559";"2";"1";2;"UN";7;3,5;"CAFE EXPRESSO"
127,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:45:33;"VENDA";"Mesa 61";0;0;0;127,97;0;15,58;0;0;0;0;0;0;0;127,97;0;0;"559";"3";"1";1;"UN";12,5;12,5;"WHISKY"
127,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:45:33;"VENDA";"Mesa 61";0;0;0;127,97;0;15,58;0;0;0;0;0;0;0;127,97;0;0;"559";"4";"1";1,45;"KG";99,47;68,6;"BUFFET"
127,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:45:33;"VENDA";"Mesa 61";0;0;0;127,97;0;15,58;0;0;0;0;0;0;0;127,97;0;0;"559";"5";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
64,27;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:53:12;"VENDA";"Mesa 51";0;0;0;64,27;0;4,18;0;0;0;0;0;0;0;64,27;0;0;"560";"1";"1";1;"UN";3,5;3,5;"AGUA"
64,27;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:53:12;"VENDA";"Mesa 51";0;0;0;64,27;0;4,18;0;0;0;0;0;0;0;64,27;0;0;"560";"2";"1";0,886;"KG";60,77;68,6;"BUFFET"
120,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:17;"VENDA";"Mesa 66";0;0;0;120,43;0;16,54;0;0;0;0;0;0;0;120,43;0;0;"561";"1";"1";1;"UN";1;1;"CHA"
120,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:17;"VENDA";"Mesa 66";0;0;0;120,43;0;16,54;0;0;0;0;0;0;0;120,43;0;0;"561";"2";"1";1;"UN";6,5;6,5;"SUSHI ESPECIAL"
120,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:17;"VENDA";"Mesa 66";0;0;0;120,43;0;16,54;0;0;0;0;0;0;0;120,43;0;0;"561";"3";"1";1;"UN";15;15;"SAKE"
120,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:17;"VENDA";"Mesa 66";0;0;0;120,43;0;16,54;0;0;0;0;0;0;0;120,43;0;0;"561";"4";"1";1,362;"KG";93,43;68,6;"BUFFET"
120,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:17;"VENDA";"Mesa 66";0;0;0;120,43;0;16,54;0;0;0;0;0;0;0;120,43;0;0;"561";"5";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
48,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:33;"VENDA";"Mesa 47";0;0;0;48,56;0;2,04;0;0;0;0;0;0;0;48,56;0;0;"562";"1";"1";0,708;"KG";48,56;68,6;"BUFFET"
100,31;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:52;"VENDA";"Mesa 11";0;0;0;100,32;0;10,21;0;0;0;0;0;0;0;63,88;0;0;"563";"1";"1";1,2;"KG";82,32;68,6;"BUFFET"
100,31;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:52;"VENDA";"Mesa 11";0;0;0;100,32;0;10,21;0;0;0;0;0;0;0;63,88;0;0;"563";"2";"1";4;"UN";18;4,5;"REFRIGERANTE"
102,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:59;"VENDA";"Mesa 13";0;0;0;102,99;0;10,32;0;0;0;0;0;0;0;65,66;0;0;"564";"1";"1";1,24;"KG";84,99;68,6;"BUFFET"
102,98;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:54:59;"VENDA";"Mesa 13";0;0;0;102,99;0;10,32;0;0;0;0;0;0;0;65,66;0;0;"564";"2";"1";4;"UN";18;4,5;"REFRIGERANTE"
26,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:58:05;"VENDA";"Mesa 67";0;0;0;26,04;0;3;0;0;0;0;0;0;0;26,04;0;0;"565";"1";"1";0,314;"KG";21,54;68,6;"BUFFET"
26,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:58:05;"VENDA";"Mesa 67";0;0;0;26,04;0;3;0;0;0;0;0;0;0;26,04;0;0;"565";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
35,64;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:58:48;"VENDA";"Mesa 68";0;0;0;35,64;0;3,41;0;0;0;0;0;0;0;35,64;0;0;"566";"1";"1";0,454;"KG";31,14;68,6;"BUFFET"
35,64;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:58:48;"VENDA";"Mesa 68";0;0;0;35,64;0;3,41;0;0;0;0;0;0;0;35,64;0;0;"566";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
27,51;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:59:37;"VENDA";"Mesa 69";0;0;0;27,51;0;2,64;0;0;0;0;0;0;0;27,51;0;0;"567";"1";"1";1;"UN";3,5;3,5;"AGUA"
27,51;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 21:59:37;"VENDA";"Mesa 69";0;0;0;27,51;0;2,64;0;0;0;0;0;0;0;27,51;0;0;"567";"2";"1";0,35;"KG";24,01;68,6;"BUFFET"
50,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:01:34;"VENDA";"Mesa 75";0;0;0;50,46;0;4,03;0;0;0;0;0;0;0;50,46;0;0;"568";"1";"1";0,67;"KG";45,96;68,6;"BUFFET"
50,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:01:34;"VENDA";"Mesa 75";0;0;0;50,46;0;4,03;0;0;0;0;0;0;0;50,46;0;0;"568";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
52,96;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:02:18;"VENDA";"Mesa 58";0;0;0;52,97;0;4,56;0;0;0;0;0;0;0;52,97;0;0;"569";"1";"1";1;"UN";1;1;"CHA"
52,96;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:02:18;"VENDA";"Mesa 58";0;0;0;52,97;0;4,56;0;0;0;0;0;0;0;52,97;0;0;"569";"2";"1";0,692;"KG";47,47;68,6;"BUFFET"
52,96;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:02:18;"VENDA";"Mesa 58";0;0;0;52,97;0;4,56;0;0;0;0;0;0;0;52,97;0;0;"569";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
52,88;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:23:43;"VENDA";"Mesa 78";0;0;0;52,89;0;3,7;0;0;0;0;0;0;0;52,89;0;0;"570";"1";"1";1;"UN";3,5;3,5;"AGUA"
52,88;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:23:43;"VENDA";"Mesa 78";0;0;0;52,89;0;3,7;0;0;0;0;0;0;0;52,89;0;0;"570";"2";"1";0,72;"KG";49,39;68,6;"BUFFET"
27,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:25:44;"VENDA";"Mesa 77";0;0;0;27,21;0;3,91;0;0;0;0;0;0;0;27,21;0;0;"571";"1";"1";1;"UN";6,5;6,5;"SUSHI ESPECIAL"
27,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:25:44;"VENDA";"Mesa 77";0;0;0;27,21;0;3,91;0;0;0;0;0;0;0;27,21;0;0;"571";"2";"1";0,302;"KG";20,71;68,6;"BUFFET"
32,61;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:26:14;"VENDA";"Mesa 76";0;0;0;32,61;0;6,89;0;0;0;0;0;0;0;32,61;0;0;"572";"1";"1";0,286;"KG";19,61;68,6;"BUFFET"
32,61;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-11 22:26:14;"VENDA";"Mesa 76";0;0;0;32,61;0;6,89;0;0;0;0;0;0;0;32,61;0;0;"572";"2";"1";2;"UN";13;6,5;"CERVEJA LATA"
